eventname,outcome,type,compiledgametime,playsection,zone,manpowersituation,goal,teamid,playerid,opposingteamgoalieoniceid,xadjcoord,yadjcoord,shotAssist
pass,successful,south,1924.5,northCenterNZ,nz,powerPlay,0,311,237838,80264,14.3952179,15.84117508,0
reception,successful,regular,1924.6666,northCenterNZ,nz,powerPlay,0,311,370192,80264,13.89228058,20.87059021,0
pass,successful,eastwest,1926.8667,southEastBoardsNZ,nz,powerPlay,0,311,370192,80264,-4.716545105,33.94705963,0
reception,successful,regular,1927.9333,northWestBoardsNZ,nz,powerPlay,0,311,2546838,80264,6.34815979,-34.95588303,0
pass,successful,south,1927.9667,northWestBoardsNZ,nz,powerPlay,0,311,2546838,80264,4.83934021,-33.44705963,0
reception,successful,regular,1929.3334,eastPointDZ,dz,powerPlay,0,311,6588,80264,-30.36654663,-14.83823586,0
pass,successful,eastwest,1931.3667,southCenterNZ,nz,powerPlay,0,311,6588,80264,-18.29595947,9.302940369,0
reception,successful,regular,1932.2,northWestBoardsNZ,nz,powerPlay,0,311,2546838,80264,14.3952179,-36.46470642,0
pass,failed,south,1937.5667,outsideNorthWest,oz,powerPlay,0,311,2546838,80264,64.68933105,-40.99117661,0
pass,successful,d2d,1942.6333,outsideNorthWestDZ,dz,powerPlay,0,311,5152,80264,-66.57830811,29.42058563,0
reception,successful,regular,1943.8667,westPointDZ,dz,powerPlay,0,311,6588,80264,-53.50183868,34.44999695,0
pass,successful,south,1948.9333,southCenterNZ,nz,powerPlay,0,311,6588,80264,-24.33125305,12.32058716,0
reception,successful,regular,1950.2667,centerPointDZ,dz,powerPlay,0,311,5814,80264,-46.46066284,15.33823395,0
shot,failed,slotblocked,1955.0667,eastOuterSlot,oz,powerPlay,0,311,110409,80264,67.19618225,21.37352753,1
pass,failed,northoffboards,1964.9667,outsideNorthWest,oz,shortHanded,0,315,179172,5152,59.03419113,-36.96470642,0
pass,successful,outlet,1968.7667,outsideNorthWestDZ,dz,powerPlay,0,311,237838,80264,-88.20478058,12.82352829,0
reception,successful,regular,1969.5,outsideNorthWestDZ,dz,powerPlay,0,311,110409,80264,-72.11066437,32.94117737,0
pass,successful,d2d,1971.3,westPointDZ,dz,powerPlay,0,311,110409,80264,-44.95183945,37.46764374,0
reception,successful,regular,1971.9333,outsideNorthWestDZ,dz,powerPlay,0,311,6588,80264,-69.09301758,29.92353058,0
pass,failed,stretch,1973.6333,centerPointDZ,dz,powerPlay,0,311,6588,80264,-47.4665451,4.273529053,0
pass,failed,outletoffboards,1978.6,outsideNorthWestDZ,dz,evenStrength,0,311,6588,80264,-94.74301147,23.38529205,0
pass,failed,outlet,1981.9667,westPointDZ,dz,evenStrength,0,311,5814,80264,-43.94595718,26.40293884,0
pass,successful,d2d,1987.6,outsideNorthWestDZ,dz,evenStrength,0,315,80264,5152,-98.88148499,2.264705658,0
reception,successful,regular,1989.6,outsideNorthWestDZ,dz,evenStrength,0,315,79380,5152,-85.80500793,34.95588303,0
pass,successful,d2doffboards,1989.6333,outsideNorthWestDZ,dz,evenStrength,0,315,79380,5152,-85.80500793,34.95588303,0
reception,successful,regular,1991,outsideNorthEastDZ,dz,evenStrength,0,315,400162,5152,-95.36088562,-18.85882187,0
pass,successful,outlet,1992,outsideNorthEastDZ,dz,evenStrength,0,315,400162,5152,-94.35501099,-22.37940979,0
reception,successful,regular,1992.6333,outsideNorthEastDZ,dz,evenStrength,0,315,81408,5152,-72.2256012,-33.94705963,0
pass,successful,outlet,1993.6333,eastPointDZ,dz,evenStrength,0,315,81408,5152,-48.58735657,-33.44411469,0
reception,successful,regular,1994.2,southWestBoardsNZ,nz,evenStrength,0,315,78625,5152,-21.42853546,-32.94117737,0
pass,successful,outlet,2000.5333,westPointDZ,dz,evenStrength,0,311,80,80264,-30.86948395,23.38529205,0
reception,successful,regular,2001.7,centerPointDZ,dz,evenStrength,0,311,446706,80264,-31.87536621,-6.791175842,0
pass,successful,stretch,2002.5,eastPointDZ,dz,evenStrength,0,311,446706,80264,-26.34301758,-12.82646942,0
reception,successful,regular,2003.1666,northWestBoardsNZ,nz,evenStrength,0,311,113401,80264,10.87463379,-26.90882301,0
shot,failed,slot,2007.2667,innerSlot,oz,evenStrength,0,311,113401,80264,87.32170105,4.776470184,1
shot,failed,slot,2007.6,innerSlot,oz,evenStrength,0,311,1731661,80264,86.8187561,-0.252941132,0
pass,failed,north,2012.3,northEastBoardsNZ,nz,evenStrength,0,311,80,80264,9.868751526,31.9352951,0
pass,successful,outlet,2020.6333,outsideNorthEastDZ,dz,evenStrength,0,311,108339,80264,-95.24595642,-28.41764641,0
reception,successful,regular,2021.2333,outsideNorthEastDZ,dz,evenStrength,0,311,94531,80264,-72.11066437,-35.96176529,0
pass,successful,outlet,2021.8334,outsideNorthEastDZ,dz,evenStrength,0,311,94531,80264,-63.05772018,-34.45294189,0
reception,successful,regular,2022.9333,westPointDZ,dz,evenStrength,0,311,112050,80264,-37.9106636,38.97647095,0
pass,successful,ozentry,2025.3334,northEastBoardsNZ,nz,evenStrength,0,311,112050,80264,10.37168884,29.42058563,0
reception,successful,ozentry,2025.9,westPoint,oz,evenStrength,0,311,94531,80264,30.99227905,-25.90294075,0
shot,failed,outside,2027.2333,outsideNorthWest,oz,evenStrength,0,311,94531,80264,67.20404053,-26.40588188,1
pass,successful,outlet,2034.1333,centerPointDZ,dz,evenStrength,0,315,202206,5152,-46.07266235,10.8147049,0
reception,successful,regular,2035,southWestBoardsNZ,nz,evenStrength,0,315,126723,5152,-10.36383057,-37.97058868,0
pass,failed,eastwest,2036.7333,northCenterNZ,nz,evenStrength,0,315,126723,5152,18.30381775,-4.273529053,0
reception,failed,regular,2036.9667,northCenterNZ,nz,evenStrength,0,315,202206,5152,22.83028412,2.76764679,0
pass,successful,d2d,2037.3,centerPointDZ,dz,evenStrength,0,311,370192,80264,-32.37831116,-9.808822632,0
reception,successful,regular,2037.7333,centerPointDZ,dz,evenStrength,0,311,108339,80264,-41.43130112,-10.3118,0
pass,failed,outlet,2057.2334,outsideNorthEastDZ,dz,evenStrength,0,315,400162,5152,-94.35501099,-23.888237,0
shot,successful,outside,2058.6,outsideNorthEast,oz,evenStrength,0,311,111452,80264,84.29618835,27.91176605,0
pass,successful,d2d,2060.6,outsideNorthEastDZ,dz,evenStrength,0,315,78625,5152,-70.71676636,-22.37940979,0
reception,successful,regular,2061.5334,outsideNorthEastDZ,dz,evenStrength,0,315,400162,5152,-76.7520752,-16.34411621,0
pass,successful,outletoffboards,2062.2,outsideNorthEastDZ,dz,evenStrength,0,315,400162,5152,-85.30206299,-26.40293884,0
reception,successful,regular,2063.4333,eastPointDZ,dz,evenStrength,0,315,81408,5152,-40.03736877,-38.473526,0
pass,successful,outlet,2063.9666,eastPointDZ,dz,evenStrength,0,315,81408,5152,-38.52853394,-37.46764374,0
reception,successful,regular,2064.7334,southCenterNZ,nz,evenStrength,0,315,10534,5152,-4.831481934,-9.302940369,0
pass,failed,south,2074.1667,outsideNorthEast,oz,evenStrength,0,315,78625,5152,90.22440338,31.4352932,0
pass,successful,d2doffboards,2078.9,outsideNorthEastDZ,dz,evenStrength,0,311,237838,80264,-96.25969696,-2.76764679,0
reception,successful,regular,2080.5667,outsideNorthEastDZ,dz,evenStrength,0,311,94531,80264,-90.7273407,-28.92058754,0
pass,failed,ozentrystretch,2081.9,outsideNorthEastDZ,dz,evenStrength,0,311,94531,80264,-74.63322449,-37.97352982,0
pass,successful,outlet,2085.7334,eastOuterSlotDZ,dz,evenStrength,0,315,400162,5152,-68.70500183,-10.30882263,0
reception,successful,regular,2086.5334,outsideNorthWestDZ,dz,evenStrength,0,315,79380,5152,-64.17854309,27.41176414,0
pass,successful,outletoffboards,2087.2666,outsideNorthWestDZ,dz,evenStrength,0,315,79380,5152,-69.20794678,37.47058868,0
reception,successful,regular,2087.9666,southEastBoardsNZ,nz,evenStrength,0,315,10534,5152,-19.41679955,38.47650146,0
pass,successful,north,2088.1333,southEastBoardsNZ,nz,evenStrength,0,315,10534,5152,-15.89620018,38.47650146,0
reception,successful,regular,2088.7666,southEastBoardsNZ,nz,evenStrength,0,315,78625,5152,-7.346183777,37.97352982,0
pass,successful,south,2088.9333,southEastBoardsNZ,nz,evenStrength,0,315,78625,5152,-8.35206604,37.47058868,0
reception,successful,regular,2089.5334,southEastBoardsNZ,nz,evenStrength,0,315,10534,5152,-8.855010033,33.44710159,0
pass,successful,south,2090.3667,northEastBoardsNZ,nz,evenStrength,0,315,10534,5152,9.753809929,31.9382,0
reception,successful,regular,2091.5667,southWestBoardsNZ,nz,evenStrength,0,315,400162,5152,-5.33441925,-27.40882111,0
pass,failed,northoffboards,2093.4666,westPoint,oz,evenStrength,0,315,400162,5152,33.38419342,-36.46176147,0
pass,successful,north,2101.4666,northCenterNZ,nz,evenStrength,0,315,884,5152,22.82242584,14.83823586,0
reception,successful,regular,2102.4,northCenterNZ,nz,evenStrength,0,315,81408,5152,23.32537079,18.86176491,0
shot,successful,slot,2103.9,eastOuterSlot,oz,evenStrength,0,315,81408,5152,54.00477982,14.33529472,1
pass,successful,slot,2106.4333,eastOuterSlot,oz,evenStrength,0,315,884,5152,67.58419037,19.36470604,0
reception,successful,regular,2106.9333,eastOuterSlot,oz,evenStrength,0,315,54915,5152,63.05772018,11.82058716,0
pass,successful,south,2107.0334,eastOuterSlot,oz,evenStrength,0,315,54915,5152,61.54889679,13.32941246,0
reception,successful,regular,2107.7,eastPoint,oz,evenStrength,0,315,202206,5152,33.88713074,32.9441185,0
shot,successful,outside,2111.3,centerPoint,oz,evenStrength,0,315,202206,5152,45.45478058,18.86176491,1
pass,successful,outlet,2113.8333,centerPointDZ,dz,evenStrength,0,311,109372,80264,-53.50183868,-0.755882263,0
reception,successful,regular,2114.4666,westPointDZ,dz,evenStrength,0,311,110409,80264,-39.92242813,21.87647247,0
pass,successful,south,2120.3,westOuterSlot,oz,powerPlay,0,311,109964,80264,70.22169495,-13.32941246,0
reception,successful,regular,2121.3667,westPoint,oz,powerPlay,0,311,94531,80264,36.021698,-23.38823509,0
pass,successful,eastwest,2121.5334,westPoint,oz,powerPlay,0,311,94531,80264,37.02757263,-20.87352943,0
reception,successful,regular,2122.3333,eastPoint,oz,powerPlay,0,311,111452,80264,38.53639221,20.87059021,0
pass,successful,eastwest,2122.3667,eastPoint,oz,powerPlay,0,311,111452,80264,40.04522705,21.87647247,0
reception,successful,regular,2123.3333,centerPoint,oz,powerPlay,0,311,94531,80264,36.52462769,-10.31176376,0
pass,successful,north,2124,centerPoint,oz,powerPlay,0,311,94531,80264,36.52462769,-9.3058815,0
reception,successful,regular,2124.6333,outsideNorthWest,oz,powerPlay,0,311,370192,80264,60.665802,-25.90294075,0
shot,successful,outside,2125.2334,outsideNorthWest,oz,powerPlay,0,311,370192,80264,61.16874695,-24.89705849,1
pass,successful,slot,2127.3333,westOuterSlot,oz,powerPlay,0,311,370192,80264,69.71875,-21.8794117,0
reception,successful,regular,2128.5667,westOuterSlot,oz,powerPlay,0,311,112050,80264,58.15110016,-21.87940025,0
shot,failed,slotblocked,2128.6,westOuterSlot,oz,powerPlay,0,311,112050,80264,57.1452179,-21.37647057,1
pass,successful,d2d,2142.5,eastPointDZ,dz,powerPlay,0,311,94531,80264,-39.92242813,-32.9441185,0
reception,successful,regular,2143.6,westOuterSlotDZ,dz,powerPlay,0,311,111452,80264,-54.00477982,9.302940369,0
pass,successful,eastwest,2146.1333,southCenterNZ,nz,powerPlay,0,311,111452,80264,-1.698898315,19.86470795,0
reception,successful,regular,2146.7334,northWestBoardsNZ,nz,powerPlay,0,311,370192,80264,5.845222473,-23.38823509,0
pass,successful,rush,2147.6333,westPoint,oz,powerPlay,0,311,370192,80264,28.47756958,-26.90882301,0
reception,successful,regular,2148.2334,westPoint,oz,powerPlay,0,311,109964,80264,34.51286316,-37.97352982,0
pass,successful,southoffboards,2150.7334,outsideNorthWest,oz,powerPlay,0,311,109964,80264,70.72463989,-29.92647171,0
reception,successful,regular,2152.0334,westPoint,oz,powerPlay,0,311,94531,80264,27.47169495,-25.39999962,0
pass,successful,eastwest,2152.6,westPoint,oz,powerPlay,0,311,94531,80264,31.99816895,-24.39411736,0
reception,successful,regular,2153.5667,eastPoint,oz,powerPlay,0,311,112050,80264,49.09815979,32.94117737,0
pass,successful,south,2156.8667,outsideNorthEast,oz,powerPlay,0,311,112050,80264,63.18051147,34.44999695,0
reception,successful,regular,2157.7666,eastPoint,oz,powerPlay,0,311,94531,80264,28.98051453,23.38529205,0
pass,successful,north,2158.9333,eastPoint,oz,powerPlay,0,311,94531,80264,29.98640442,15.33823395,0
reception,successful,regular,2159.5334,eastPoint,oz,powerPlay,0,311,112050,80264,42.55992126,26.40293884,0
pass,successful,slot,2160.5334,eastOuterSlot,oz,powerPlay,0,311,112050,80264,59.65990067,20.87059975,0
reception,successful,regular,2160.6667,eastOuterSlot,oz,powerPlay,0,311,111452,80264,68.20993042,7.794116974,0
pass,failed,eastwest,2160.7,eastOuterSlot,oz,powerPlay,0,311,111452,80264,68.20993042,7.794116974,0
pass,successful,outletoffboards,2161.2666,outsideNorthWestDZ,dz,shortHanded,0,315,20161,5152,-75.7461853,10.8147049,0
reception,successful,regular,2163.7334,outsideNorthWestDZ,dz,shortHanded,0,315,884,5152,-56.63441467,36.96764755,0
pass,successful,south,2166.7666,northEastBoardsNZ,nz,shortHanded,0,315,884,5152,7.742050171,27.91470528,0
reception,successful,regular,2167.1667,northEastBoardsNZ,nz,shortHanded,0,315,54915,5152,3.215576172,28.92058754,0
pass,successful,north,2170.7,centerPoint,oz,powerPlay,0,311,111452,80264,27.47169495,-0.252941132,0
reception,successful,regular,2171.2334,westPoint,oz,powerPlay,0,311,370192,80264,39.5422821,-20.3705883,0
pass,successful,eastwest,2172.5334,outsideNorthWest,oz,powerPlay,0,311,370192,80264,60.665802,-25.39999962,0
reception,successful,regular,2173.7334,eastPoint,oz,powerPlay,0,311,112050,80264,39.5422821,24.39117432,0
pass,successful,north,2175.1,outsideNorthEast,oz,powerPlay,0,311,112050,80264,64.18640137,27.40882111,0
reception,successful,regular,2176.1667,outsideNorthEast,oz,powerPlay,0,311,111452,80264,69.21580505,32.94117737,0
pass,successful,eastwest,2176.6,outsideNorthEast,oz,powerPlay,0,311,111452,80264,62.17463684,32.94117737,0
reception,successful,regular,2177.4333,centerPoint,oz,powerPlay,0,311,94531,80264,29.98640442,-1.761764526,0
pass,successful,eastwest,2178.4333,centerPoint,oz,powerPlay,0,311,94531,80264,30.99227905,-0.252941132,0
reception,successful,regular,2179.0334,eastPoint,oz,powerPlay,0,311,111452,80264,40.54815674,21.87647247,0
pass,failed,slot,2179.7666,outsideNorthEast,oz,powerPlay,0,311,111452,80264,58.15110016,23.88820076,0
reception,failed,regular,2180.1667,outsideNorthEast,oz,powerPlay,0,311,109964,80264,85.30989838,9.302940369,0
shot,successful,slot,2181.4,innerSlot,oz,powerPlay,0,311,112050,80264,79.77757263,-4.276470184,1
pass,successful,north,2187.1333,southCenterNZ,nz,shortHanded,0,315,202206,5152,-14.89030457,21.8794117,0
reception,successful,regular,2187.6333,southCenterNZ,nz,shortHanded,0,315,121680,5152,-1.813835144,6.288234711,0
pass,successful,outlet,2198,westOuterSlotDZ,dz,powerPlay,0,311,5814,80264,-65.57242584,22.88235474,0
reception,successful,regular,2198.8,centerPointDZ,dz,powerPlay,0,311,2546838,80264,-48.9753685,-13.83235359,0
pass,failed,outlet,2199.4666,centerPointDZ,dz,powerPlay,0,311,2546838,80264,-35.89889526,-8.802940369,0
shot,successful,outside,2201.3,northCenterNZ,oz,powerPlay,0,311,237838,80264,16.90992737,13.82941055,0
pass,successful,d2d,2210.1,outsideNorthWestDZ,dz,powerPlay,0,311,5152,80264,-98.76654053,1.758823395,0
reception,successful,regular,2212.9,outsideNorthEastDZ,dz,powerPlay,0,311,6588,80264,-84.68418884,-16.85000038,0
pass,successful,north,2215.7666,southCenterNZ,nz,powerPlay,0,311,6588,80264,-18.79889679,7.291175842,0
reception,successful,regular,2216.1,northEastBoardsNZ,nz,powerPlay,0,311,5814,80264,1.318748474,27.40882111,0
pass,successful,ozentry,2216.9,northCenterNZ,nz,powerPlay,0,311,5814,80264,23.95110321,20.87059021,0
reception,successful,ozentry,2217.4,eastPoint,oz,powerPlay,0,311,110409,80264,40.54815674,38.473526,0
pass,successful,south,2218.9666,outsideNorthEast,oz,powerPlay,0,311,110409,80264,65.68736267,38.473526,0
reception,successful,regular,2220.3667,eastPoint,oz,powerPlay,0,311,6588,80264,28.97265625,34.44999695,0
shot,successful,outside,2222.6333,centerPoint,oz,powerPlay,0,311,6588,80264,50.09619141,8.799999237,1
pass,successful,eastwest,2229.2,centerPoint,oz,powerPlay,0,311,370192,80264,31.48736572,4.776470184,0
reception,successful,regular,2230.6,westPoint,oz,powerPlay,0,311,6588,80264,37.5226593,-33.95000076,0
pass,failed,eastwest,2233.9333,westPoint,oz,powerPlay,0,311,6588,80264,51.10206604,-36.96764755,0
pass,successful,south,2236.1667,westOuterSlot,oz,powerPlay,0,311,370192,80264,67.6991272,-21.37647057,0
reception,successful,regular,2237.0667,westPoint,oz,powerPlay,0,311,80,80264,45.56971741,-27.41176414,0
pass,successful,north,2239,centerPoint,oz,powerPlay,0,311,80,80264,40.54029846,0.752941132,0
reception,successful,regular,2239.6,eastPoint,oz,powerPlay,0,311,94531,80264,44.06089783,34.95294189,0
pass,successful,eastwest,2240.5667,eastPoint,oz,evenStrength,0,311,94531,80264,35.51089478,32.43823242,0
reception,successful,regular,2241.7334,westPoint,oz,evenStrength,0,311,80,80264,37.01971436,-16.34705925,0
shot,failed,outsideblocked,2241.8,westPoint,oz,evenStrength,0,311,80,80264,37.01971436,-16.34705925,1
pass,successful,eastwest,2244.8333,westPoint,oz,evenStrength,0,311,94531,80264,42.0491333,-31.93823624,0
reception,successful,regular,2245.6333,eastPoint,oz,evenStrength,0,311,80,80264,40.03736877,29.92353058,0
shot,failed,outside,2247.0334,outsideNorthEast,oz,evenStrength,0,311,80,80264,56.63441467,35.45587921,1
pass,successful,stretch,2254.2,westPointDZ,dz,evenStrength,0,315,78625,5152,-29.98640442,39.98529434,0
reception,successful,regular,2255.1,northCenterNZ,nz,evenStrength,0,315,10534,5152,10.24889374,15.84411812,0
pass,failed,outlet,2257.1,eastOuterSlotDZ,dz,evenStrength,0,311,111452,80264,-57.03028488,-2.264705658,0
pass,successful,north,2261.4333,eastPoint,oz,evenStrength,0,315,10534,5152,35.39595795,39.48235321,0
reception,successful,regular,2262.5667,outsideNorthEast,oz,evenStrength,0,315,78625,5152,74.62536621,38.97941208,0
pass,successful,southoffboards,2266.8,outsideNorthEast,oz,evenStrength,0,315,78625,5152,83.67830658,35.96176529,0
reception,successful,regular,2267.8,eastPoint,oz,evenStrength,0,315,79380,5152,29.36066437,37.97352982,0
shot,successful,outside,2268.8,eastPoint,oz,evenStrength,0,315,79380,5152,31.87536621,38.47647095,1
pass,successful,south,2273.1333,outsideNorthEast,oz,evenStrength,0,315,10534,5152,68.59007263,39.98529434,0
reception,successful,regular,2274.2666,eastPoint,oz,evenStrength,0,315,79380,5152,31.37242889,31.93823624,0
pass,successful,eastwest,2274.7666,eastPoint,oz,evenStrength,0,315,79380,5152,31.87536621,30.42941284,0
reception,successful,regular,2275.3333,westPoint,oz,evenStrength,0,315,20775372,5152,31.37242889,-16.84705734,0
shot,failed,outsideblocked,2277,westPoint,oz,evenStrength,0,315,20775372,5152,34.893013,-37.97058868,1
pass,successful,outlet,2288.4,innerSlotDZ,dz,evenStrength,0,311,80,80264,-71.11264038,-1.761764526,0
reception,successful,regular,2289.7,eastPointDZ,dz,evenStrength,0,311,94531,80264,-44.95969772,-36.46470642,0
pass,successful,north,2290.6333,southWestBoardsNZ,nz,evenStrength,0,311,94531,80264,-23.83616638,-36.46470642,0
reception,successful,regular,2291.2,northWestBoardsNZ,nz,evenStrength,0,311,111452,80264,15.39324188,-37.47058868,0
pass,successful,outlet,2297.0334,outsideNorthEastDZ,dz,evenStrength,0,315,202206,5152,-70.71676636,-38.473526,0
reception,successful,regular,2297.8333,southWestBoardsNZ,nz,evenStrength,0,315,82048,5152,-17.90795135,-36.96470642,0
pass,failed,ozentryoffboards,2298.7666,southWestBoardsNZ,nz,evenStrength,0,315,82048,5152,-14.38735962,-37.46764374,0
pass,failed,outletoffboards,2301.6667,eastOuterSlotDZ,dz,evenStrength,0,311,6588,80264,-65.0773468,-9.3058815,0
pass,failed,south,2304.1667,outsideNorthEast,oz,evenStrength,0,315,126723,5152,65.0773468,38.47647095,0
pass,successful,outlet,2307.1,outsideNorthEastDZ,dz,evenStrength,0,311,1462,80264,-57.53322601,-30.93235207,0
reception,successful,regular,2307.5334,eastPointDZ,dz,evenStrength,0,311,113401,80264,-33.89498901,-34.45294189,0
pass,successful,north,2313.9,outsideNorthWest,oz,evenStrength,0,311,109372,80264,98.37854004,-16.85000038,0
reception,successful,regular,2314.3667,outsideNorthWest,oz,evenStrength,0,311,113401,80264,90.83442688,-8.802940369,0
pass,failed,outletoffboards,2314.7666,outsideNorthWestDZ,dz,evenStrength,0,315,80518,5152,-88.31971741,12.32352829,0
pass,failed,slot,2314.8,outsideNorthWest,oz,evenStrength,0,311,113401,80264,87.31382751,-10.8147049,0
pass,successful,south,2317.4,outsideNorthWest,oz,evenStrength,0,311,109372,80264,64.17854309,-37.97352982,0
reception,successful,regular,2318.0334,westPoint,oz,evenStrength,0,311,6588,80264,32.9961853,-29.92647171,0
shot,successful,outside,2318.4,westPoint,oz,evenStrength,0,311,6588,80264,28.97265625,-24.39411736,1
pass,successful,south,2320.1,westOuterSlot,oz,evenStrength,0,311,370192,80264,68.70500183,-21.87940025,0
reception,successful,regular,2320.3333,westPoint,oz,evenStrength,0,311,112050,80264,49.09030151,-22.38235283,0
shot,successful,slot,2323.4,westOuterSlot,oz,evenStrength,0,311,112050,80264,71.72265625,-18.86176491,1
pass,successful,south,2327.6667,westPoint,oz,evenStrength,0,311,112050,80264,50.59912109,-30.42941284,0
reception,successful,regular,2328.5334,centerPoint,oz,evenStrength,0,311,108339,80264,30.48147583,-7.294116974,0
shot,failed,outsideblocked,2328.5667,centerPoint,oz,evenStrength,0,311,108339,80264,30.48147583,-7.294116974,1
pass,successful,south,2332.6333,southEastBoardsNZ,nz,evenStrength,0,311,80,80264,-11.76557922,28.41470337,0
reception,successful,regular,2333.8333,eastPointDZ,dz,evenStrength,0,311,108339,80264,-28.8655777,-18.35882378,0
pass,successful,south,2334.5667,southWestBoardsNZ,nz,evenStrength,0,311,108339,80264,-19.81263733,-29.92647171,0
reception,successful,regular,2335.4333,centerPointDZ,dz,evenStrength,0,311,80,80264,-41.94205093,7.291175842,0
pass,successful,north,2338.0667,northCenterNZ,nz,evenStrength,0,311,80,80264,6.340301514,5.782352448,0
reception,successful,regular,2338.6333,northEastBoardsNZ,nz,evenStrength,0,311,112050,80264,23.44029999,34.44999695,0
pass,successful,rush,2339.4333,eastPoint,oz,evenStrength,0,311,112050,80264,31.99031067,32.43823242,0
reception,successful,regular,2340.1333,centerPoint,oz,evenStrength,0,311,370192,80264,32.50109863,12.82352829,0
pass,failed,slot,2341.4,outsideNorthEast,oz,evenStrength,0,311,370192,80264,58.15110779,23.38529205,0
pass,failed,south,2350.4,eastPoint,oz,evenStrength,0,315,884,5152,52.49595642,25.39999962,0
pass,successful,south,2361.4666,outsideNorthWest,oz,evenStrength,0,311,112050,80264,86.8187561,-28.92058754,0
reception,successful,regular,2362.5334,westPoint,oz,evenStrength,0,311,94531,80264,29.48345947,-33.95000076,0
pass,successful,eastwest,2362.9666,westPoint,oz,evenStrength,0,311,94531,80264,28.47756958,-32.44117737,0
reception,successful,regular,2363.8333,eastPoint,oz,evenStrength,0,311,6588,80264,36.52462769,36.46176147,0
pass,successful,slot,2365.1,eastPoint,oz,evenStrength,0,311,6588,80264,41.55404663,31.43235016,0
reception,successful,regular,2365.6,innerSlot,oz,evenStrength,0,311,370192,80264,77.26286316,-1.258823395,0
shot,successful,slot,2365.6333,innerSlot,oz,evenStrength,1,311,370192,80264,77.26286316,-1.258823395,1
pass,successful,d2d,2368.6,centerPointDZ,dz,evenStrength,0,311,6588,80264,-32.88124847,-2.264705658,0
reception,successful,regular,2369,eastPointDZ,dz,evenStrength,0,311,94531,80264,-36.40179825,-19.36470032,0
pass,successful,d2d,2369.8333,centerPointDZ,dz,evenStrength,0,311,94531,80264,-43.94595718,-18.35882378,0
reception,successful,regular,2370.2,centerPointDZ,dz,evenStrength,0,311,6588,80264,-51.49010086,-4.779409885,0
shot,successful,outside,2371.2666,westOuterSlotDZ,oz,evenStrength,0,311,6588,80264,-54.50770187,20.36759949,1
pass,successful,outlet,2374.7,innerSlotDZ,dz,evenStrength,0,315,80264,5152,-80.77560425,-2.261764526,0
reception,successful,regular,2375.5334,outsideNorthWestDZ,dz,evenStrength,0,315,79380,5152,-68.20207214,33.95000076,0
pass,successful,d2doffboards,2376.2,outsideNorthWestDZ,dz,evenStrength,0,315,79380,5152,-79.76971436,36.96764755,0
reception,successful,regular,2378.6333,outsideNorthEastDZ,dz,evenStrength,0,315,20775372,5152,-84.29618835,-35.45587921,0
pass,failed,outletoffboards,2378.7666,outsideNorthEastDZ,dz,evenStrength,0,315,20775372,5152,-82.28442383,-36.46176147,0
pass,failed,outlet,2384.0334,eastPointDZ,dz,evenStrength,0,315,20775372,5152,-47.07853699,-31.9352951,0
pass,successful,north,2386.4333,southEastBoardsNZ,nz,evenStrength,0,311,6588,80264,-9.250869751,26.90588379,0
reception,successful,regular,2387.1667,northCenterNZ,nz,evenStrength,0,311,109372,80264,18.41090012,10.8118,0
pass,successful,d2doffboards,2391.9,outsideNorthEastDZ,dz,evenStrength,0,315,20775372,5152,-96.87757874,-2.764705658,0
reception,successful,regular,2392.9,outsideNorthWestDZ,dz,evenStrength,0,315,79380,5152,-98.88934326,11.31764603,0
pass,successful,d2doffboards,2393.0334,outsideNorthWestDZ,dz,evenStrength,0,315,79380,5152,-97.88345337,13.83235359,0
reception,successful,regular,2395.0334,outsideNorthWestDZ,dz,evenStrength,0,315,121680,5152,-56.13934326,39.98529434,0
pass,successful,outlet,2395.2,outsideNorthWestDZ,dz,evenStrength,0,315,121680,5152,-56.13934326,38.47647095,0
reception,successful,regular,2395.6667,westPointDZ,dz,evenStrength,0,315,80518,5152,-50.10404968,27.91470528,0
pass,successful,stretch,2395.7,westPointDZ,dz,evenStrength,0,315,80518,5152,-50.10404968,26.90882301,0
reception,successful,regular,2397.6667,northCenterNZ,nz,evenStrength,0,315,110856,5152,10.75183868,20.3705883,0
pass,successful,ozentry,2398,northCenterNZ,nz,evenStrength,0,315,110856,5152,16.78713226,17.85588264,0
reception,successful,ozentry,2399.2666,eastPoint,oz,evenStrength,0,315,80518,5152,35.39595795,29.42353058,0
shot,successful,outside,2399.3,eastPoint,oz,evenStrength,0,315,80518,5152,36.90480042,30.42939949,1
pass,successful,d2d,2418.8333,outsideNorthWestDZ,dz,evenStrength,0,315,400162,5152,-95.75675201,18.85882187,0
reception,successful,regular,2419.7334,outsideNorthWestDZ,dz,evenStrength,0,315,79380,5152,-97.26557922,9.302940369,0
pass,successful,d2doffboards,2419.9666,outsideNorthWestDZ,dz,evenStrength,0,315,79380,5152,-96.25969696,9.8058815,0
reception,successful,regular,2421.3333,outsideNorthWestDZ,dz,evenStrength,0,315,10534,5152,-66.58616638,37.97058868,0
pass,successful,outlet,2421.6667,outsideNorthWestDZ,dz,evenStrength,0,315,10534,5152,-72.11852264,37.97058868,0
reception,successful,regular,2422.8667,centerPointDZ,dz,evenStrength,0,315,81408,5152,-39.42734528,-16.85000038,0
